epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,76.9814,2.35511,4.72003,0.00925,0.4078,0.44036,0.38027,0.1854,1.62245,3.67874,0.01131,0.00994764,0.00331588,0.00994764,0.00331588,0.00994764,0.00331588,0.00994764,0.00331588
2,153.824,1.69659,2.44878,0.00605,0.42288,0.49501,0.40794,0.20766,1.58227,2.73462,0.01212,0.0196655,0.00655518,0.0196655,0.00655518,0.0196655,0.00655518,0.0196655,0.00655518
3,231.698,1.63865,1.82793,0.00593,0.47713,0.49704,0.46379,0.23789,1.60721,2.31925,0.01065,0.0291006,0.00970018,0.0291006,0.00970018,0.0291006,0.00970018,0.0291006,0.00970018
4,309.476,1.60031,1.69211,0.00571,0.56077,0.50442,0.51794,0.29056,1.52605,1.76521,0.01086,0.0287271,0.00957571,0.0287271,0.00957571,0.0287271,0.00957571,0.0287271,0.00957571
5,387.075,1.53134,1.58767,0.00538,0.57811,0.5522,0.56652,0.3248,1.44218,1.60288,0.01005,0.0283029,0.00943429,0.0283029,0.00943429,0.0283029,0.00943429,0.0283029,0.00943429
6,465.23,1.48956,1.50242,0.00517,0.60956,0.56341,0.60396,0.35125,1.38684,1.53852,0.00888,0.0278786,0.00929286,0.0278786,0.00929286,0.0278786,0.00929286,0.0278786,0.00929286
7,543.637,1.45575,1.44608,0.00496,0.62804,0.5728,0.62009,0.37453,1.3713,1.45659,0.00942,0.0274543,0.00915143,0.0274543,0.00915143,0.0274543,0.00915143,0.0274543,0.00915143
8,620.294,1.42675,1.38702,0.00484,0.65775,0.60825,0.66756,0.41339,1.30093,1.21802,0.00833,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
9,697.796,1.40593,1.34949,0.00474,0.67142,0.59897,0.66224,0.4103,1.29783,1.29511,0.0084,0.0266057,0.00886857,0.0266057,0.00886857,0.0266057,0.00886857,0.0266057,0.00886857
10,775.473,1.38894,1.32063,0.00462,0.67429,0.62283,0.6905,0.43411,1.23732,1.21559,0.00768,0.0261814,0.00872714,0.0261814,0.00872714,0.0261814,0.00872714,0.0261814,0.00872714
11,853.195,1.36422,1.27034,0.00454,0.69996,0.61769,0.69288,0.43488,1.23931,1.16921,0.00739,0.0257571,0.00858571,0.0257571,0.00858571,0.0257571,0.00858571,0.0257571,0.00858571
12,931.769,1.35843,1.25553,0.0045,0.69119,0.63117,0.6996,0.44027,1.22472,1.16145,0.00747,0.0253329,0.00844429,0.0253329,0.00844429,0.0253329,0.00844429,0.0253329,0.00844429
13,1009.33,1.34738,1.22172,0.00442,0.70924,0.65735,0.72052,0.45996,1.20825,1.1555,0.0074,0.0249086,0.00830286,0.0249086,0.00830286,0.0249086,0.00830286,0.0249086,0.00830286
14,1086.37,1.33611,1.21385,0.0044,0.71907,0.6435,0.72005,0.45928,1.20488,1.08201,0.00724,0.0244843,0.00816143,0.0244843,0.00816143,0.0244843,0.00816143,0.0244843,0.00816143
15,1164.11,1.3216,1.17714,0.00437,0.72973,0.65791,0.73957,0.48275,1.16266,1.01872,0.00686,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
16,1241.99,1.31773,1.16815,0.00429,0.71428,0.6615,0.73096,0.47417,1.17137,1.08774,0.00702,0.0236357,0.00787857,0.0236357,0.00787857,0.0236357,0.00787857,0.0236357,0.00787857
17,1319.07,1.30288,1.13794,0.00426,0.74084,0.66955,0.75103,0.49029,1.17665,0.99777,0.00687,0.0232114,0.00773714,0.0232114,0.00773714,0.0232114,0.00773714,0.0232114,0.00773714
18,1396.64,1.298,1.14097,0.00428,0.73369,0.66069,0.74206,0.48879,1.13483,1.03372,0.00652,0.0227871,0.00759571,0.0227871,0.00759571,0.0227871,0.00759571,0.0227871,0.00759571
19,1474.74,1.28528,1.10249,0.00417,0.75065,0.67309,0.75421,0.49633,1.12349,1.02914,0.00638,0.0223629,0.00745429,0.0223629,0.00745429,0.0223629,0.00745429,0.0223629,0.00745429
20,1552.4,1.27312,1.08699,0.0041,0.75698,0.66682,0.75345,0.49554,1.13184,1.02709,0.00643,0.0219386,0.00731286,0.0219386,0.00731286,0.0219386,0.00731286,0.0219386,0.00731286
21,1629.21,1.27145,1.05926,0.00413,0.75798,0.68763,0.76745,0.50989,1.12758,0.96963,0.00651,0.0215143,0.00717143,0.0215143,0.00717143,0.0215143,0.00717143,0.0215143,0.00717143
22,1707.2,1.25981,1.06384,0.00403,0.75763,0.67102,0.7537,0.49778,1.11934,0.99711,0.00635,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
23,1785.11,1.24255,1.03042,0.00397,0.77115,0.69375,0.77666,0.5181,1.10373,0.94301,0.00634,0.0206657,0.00688857,0.0206657,0.00688857,0.0206657,0.00688857,0.0206657,0.00688857
24,1862.4,1.2465,1.01743,0.00397,0.7683,0.69398,0.7816,0.5211,1.10487,0.92705,0.00616,0.0202414,0.00674714,0.0202414,0.00674714,0.0202414,0.00674714,0.0202414,0.00674714
25,1939.52,1.23682,1.00429,0.00392,0.77317,0.68927,0.77938,0.52402,1.11131,0.9268,0.00638,0.0198171,0.00660571,0.0198171,0.00660571,0.0198171,0.00660571,0.0198171,0.00660571
26,2017.15,1.22604,0.98586,0.00392,0.76718,0.69251,0.77768,0.51439,1.11739,0.94887,0.0064,0.0193929,0.00646429,0.0193929,0.00646429,0.0193929,0.00646429,0.0193929,0.00646429
27,2095.27,1.21387,0.96649,0.00385,0.7688,0.70538,0.78643,0.5289,1.08888,0.92588,0.00616,0.0189686,0.00632286,0.0189686,0.00632286,0.0189686,0.00632286,0.0189686,0.00632286
28,2172.99,1.21426,0.95468,0.00383,0.78883,0.69578,0.78302,0.52255,1.10963,0.92644,0.00639,0.0185443,0.00618143,0.0185443,0.00618143,0.0185443,0.00618143,0.0185443,0.00618143
29,2250.06,1.20974,0.94267,0.00381,0.78069,0.69815,0.78291,0.52749,1.09871,0.92538,0.0063,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
30,2327.09,1.19868,0.9132,0.00375,0.77295,0.7143,0.79101,0.52879,1.09802,0.91303,0.00617,0.0176957,0.00589857,0.0176957,0.00589857,0.0176957,0.00589857,0.0176957,0.00589857
31,2404.1,1.20092,0.91005,0.00374,0.77893,0.70143,0.79026,0.53329,1.06568,0.90996,0.00584,0.0172714,0.00575714,0.0172714,0.00575714,0.0172714,0.00575714,0.0172714,0.00575714
32,2481.12,1.18957,0.90139,0.00371,0.77926,0.71672,0.79671,0.53514,1.07881,0.89683,0.00598,0.0168471,0.00561571,0.0168471,0.00561571,0.0168471,0.00561571,0.0168471,0.00561571
33,2558.94,1.17757,0.885,0.00371,0.78118,0.71706,0.79463,0.53724,1.0624,0.89513,0.00572,0.0164229,0.00547429,0.0164229,0.00547429,0.0164229,0.00547429,0.0164229,0.00547429
34,2636.46,1.17377,0.86572,0.00363,0.78466,0.70898,0.79284,0.53474,1.08743,0.91182,0.006,0.0159986,0.00533286,0.0159986,0.00533286,0.0159986,0.00533286,0.0159986,0.00533286
35,2714.24,1.16207,0.85899,0.00359,0.79707,0.70897,0.79482,0.53739,1.08367,0.90292,0.00609,0.0155743,0.00519143,0.0155743,0.00519143,0.0155743,0.00519143,0.0155743,0.00519143
36,2791.42,1.16308,0.84592,0.00363,0.79467,0.71058,0.79883,0.54171,1.07398,0.88047,0.00598,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
37,2868.39,1.15575,0.8329,0.00361,0.78859,0.73302,0.80447,0.54491,1.0791,0.86996,0.00597,0.0147257,0.00490857,0.0147257,0.00490857,0.0147257,0.00490857,0.0147257,0.00490857
38,2945.61,1.14622,0.81793,0.00358,0.79677,0.73013,0.80213,0.54622,1.07525,0.88094,0.00596,0.0143014,0.00476714,0.0143014,0.00476714,0.0143014,0.00476714,0.0143014,0.00476714
39,3023.12,1.14197,0.81283,0.00357,0.78713,0.73326,0.8035,0.5444,1.07072,0.8747,0.00581,0.0138771,0.00462571,0.0138771,0.00462571,0.0138771,0.00462571,0.0138771,0.00462571
40,3100.35,1.13167,0.79491,0.00346,0.80342,0.72161,0.80697,0.54818,1.07935,0.87304,0.00601,0.0134529,0.00448429,0.0134529,0.00448429,0.0134529,0.00448429,0.0134529,0.00448429
41,3178.06,1.12954,0.78714,0.00351,0.7908,0.72752,0.79978,0.54027,1.08815,0.90467,0.00605,0.0130286,0.00434286,0.0130286,0.00434286,0.0130286,0.00434286,0.0130286,0.00434286
42,3255.91,1.12017,0.7753,0.00347,0.78484,0.72953,0.80251,0.54426,1.0758,0.87535,0.00598,0.0126043,0.00420143,0.0126043,0.00420143,0.0126043,0.00420143,0.0126043,0.00420143
43,3332.91,1.11112,0.76398,0.00343,0.78988,0.74357,0.80629,0.54739,1.07298,0.87818,0.0059,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
44,3409.88,1.1073,0.75019,0.0034,0.8018,0.73331,0.80891,0.54918,1.0818,0.88767,0.00604,0.0117557,0.00391857,0.0117557,0.00391857,0.0117557,0.00391857,0.0117557,0.00391857
45,3488.14,1.10606,0.7425,0.00336,0.80547,0.72532,0.80471,0.54737,1.07871,0.89005,0.00597,0.0113314,0.00377714,0.0113314,0.00377714,0.0113314,0.00377714,0.0113314,0.00377714
46,3565.19,1.09217,0.73218,0.00332,0.80095,0.72995,0.80467,0.54814,1.07299,0.88685,0.0059,0.0109071,0.00363571,0.0109071,0.00363571,0.0109071,0.00363571,0.0109071,0.00363571
47,3641.72,1.08694,0.71185,0.00331,0.80381,0.73364,0.80351,0.5476,1.07306,0.89089,0.00583,0.0104829,0.00349429,0.0104829,0.00349429,0.0104829,0.00349429,0.0104829,0.00349429
48,3719.26,1.0756,0.70876,0.00327,0.80034,0.73333,0.80519,0.54856,1.07239,0.88178,0.00586,0.0100586,0.00335286,0.0100586,0.00335286,0.0100586,0.00335286,0.0100586,0.00335286
49,3797.12,1.0714,0.69654,0.00323,0.79317,0.73964,0.80383,0.54712,1.06804,0.89096,0.00588,0.00963429,0.00321143,0.00963429,0.00321143,0.00963429,0.00321143,0.00963429,0.00321143
50,3874.14,1.06625,0.68971,0.00319,0.79269,0.73935,0.80321,0.54697,1.07521,0.89274,0.00589,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
51,3951.44,1.0667,0.68361,0.00315,0.79696,0.74088,0.80501,0.54742,1.07253,0.8942,0.00591,0.00878571,0.00292857,0.00878571,0.00292857,0.00878571,0.00292857,0.00878571,0.00292857
52,4029.48,1.05538,0.66542,0.00317,0.80712,0.73758,0.80636,0.54766,1.08027,0.89498,0.00596,0.00836143,0.00278714,0.00836143,0.00278714,0.00836143,0.00278714,0.00836143,0.00278714
53,4107.01,1.04768,0.6584,0.00314,0.79683,0.73992,0.80484,0.54543,1.07973,0.89934,0.00591,0.00793714,0.00264571,0.00793714,0.00264571,0.00793714,0.00264571,0.00793714,0.00264571
54,4185,1.03118,0.64206,0.00314,0.80272,0.73675,0.80333,0.54399,1.08109,0.90264,0.00593,0.00751286,0.00250429,0.00751286,0.00250429,0.00751286,0.00250429,0.00751286,0.00250429
55,4262.19,1.03418,0.63874,0.00308,0.79771,0.74123,0.80496,0.54411,1.08902,0.90053,0.00607,0.00708857,0.00236286,0.00708857,0.00236286,0.00708857,0.00236286,0.00708857,0.00236286
56,4339.15,1.02786,0.63075,0.00303,0.80281,0.73849,0.80417,0.54374,1.08786,0.90944,0.00607,0.00666429,0.00222143,0.00666429,0.00222143,0.00666429,0.00222143,0.00666429,0.00222143
57,4416.87,1.01661,0.61912,0.00301,0.81464,0.72825,0.80259,0.54296,1.08597,0.91283,0.00604,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
58,4493.85,1.0123,0.60956,0.00296,0.81204,0.73438,0.80277,0.54331,1.08572,0.91696,0.006,0.00581571,0.00193857,0.00581571,0.00193857,0.00581571,0.00193857,0.00581571,0.00193857
59,4571.32,1.00613,0.60392,0.00297,0.79927,0.74027,0.80244,0.5433,1.08696,0.91689,0.00601,0.00539143,0.00179714,0.00539143,0.00179714,0.00539143,0.00179714,0.00539143,0.00179714
60,4648.18,0.99975,0.59309,0.00292,0.80764,0.73675,0.80141,0.54368,1.08567,0.91629,0.00597,0.00496714,0.00165571,0.00496714,0.00165571,0.00496714,0.00165571,0.00496714,0.00165571
61,4725.63,0.94162,0.49208,0.00315,0.80356,0.7352,0.80095,0.54225,1.08766,0.91804,0.00601,0.00454286,0.00151429,0.00454286,0.00151429,0.00454286,0.00151429,0.00454286,0.00151429
62,4800.31,0.91963,0.46838,0.00302,0.80366,0.73543,0.7998,0.54121,1.09224,0.93197,0.00607,0.00411857,0.00137286,0.00411857,0.00137286,0.00411857,0.00137286,0.00411857,0.00137286
63,4876.19,0.90771,0.45684,0.003,0.79555,0.7408,0.79924,0.54074,1.09273,0.93995,0.00603,0.00369429,0.00123143,0.00369429,0.00123143,0.00369429,0.00123143,0.00369429,0.00123143
64,4950.34,0.90266,0.44929,0.00296,0.8116,0.73116,0.79756,0.53893,1.0936,0.94471,0.00601,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
65,5026.09,0.8912,0.44231,0.0029,0.81102,0.73008,0.79656,0.53795,1.09355,0.95608,0.00599,0.00284571,0.000948571,0.00284571,0.000948571,0.00284571,0.000948571,0.00284571,0.000948571
66,5102.55,0.88628,0.43646,0.00286,0.8132,0.72805,0.7949,0.53713,1.09509,0.96238,0.00603,0.00242143,0.000807143,0.00242143,0.000807143,0.00242143,0.000807143,0.00242143,0.000807143
67,5179.87,0.87871,0.42729,0.00284,0.81599,0.72432,0.79492,0.53737,1.09526,0.9669,0.00601,0.00199714,0.000665714,0.00199714,0.000665714,0.00199714,0.000665714,0.00199714,0.000665714
68,5257.38,0.87008,0.41648,0.0028,0.80478,0.73365,0.79333,0.53656,1.09735,0.97117,0.00603,0.00157286,0.000524286,0.00157286,0.000524286,0.00157286,0.000524286,0.00157286,0.000524286
69,5334.66,0.86545,0.41521,0.00279,0.80731,0.73291,0.79214,0.53469,1.09844,0.97542,0.00602,0.00114857,0.000382857,0.00114857,0.000382857,0.00114857,0.000382857,0.00114857,0.000382857
70,5409,0.85542,0.40474,0.00271,0.81117,0.72947,0.79167,0.53424,1.10003,0.97954,0.00602,0.000724286,0.000241429,0.000724286,0.000241429,0.000724286,0.000241429,0.000724286,0.000241429
