epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
41,3104.14,1.12532,0.78747,0.0035,0.80016,0.72623,0.80525,0.54821,1.06983,0.89387,0.00592,0.0130286,0.00434286,0.0130286,0.00434286,0.0130286,0.00434286,0.0130286,0.00434286
42,3179.45,1.11828,0.77513,0.00346,0.79543,0.73565,0.8054,0.54753,1.07948,0.8974,0.00603,0.0126043,0.00420143,0.0126043,0.00420143,0.0126043,0.00420143,0.0126043,0.00420143
43,3254.72,1.11074,0.76388,0.00341,0.80212,0.72987,0.80695,0.54878,1.07494,0.88604,0.00598,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
44,3330.53,1.10733,0.75268,0.0034,0.80032,0.7217,0.80406,0.54581,1.07538,0.89054,0.00595,0.0117557,0.00391857,0.0117557,0.00391857,0.0117557,0.00391857,0.0117557,0.00391857
45,3405.85,1.10285,0.74563,0.00336,0.79596,0.72945,0.80423,0.54645,1.08194,0.89568,0.00601,0.0113314,0.00377714,0.0113314,0.00377714,0.0113314,0.00377714,0.0113314,0.00377714
46,3482.12,1.09342,0.73045,0.00332,0.81204,0.72393,0.8033,0.54592,1.07986,0.90094,0.00599,0.0109071,0.00363571,0.0109071,0.00363571,0.0109071,0.00363571,0.0109071,0.00363571
47,3557.7,1.08497,0.70773,0.00331,0.81423,0.72608,0.8051,0.54657,1.07905,0.89784,0.00595,0.0104829,0.00349429,0.0104829,0.00349429,0.0104829,0.00349429,0.0104829,0.00349429
48,3632.84,1.0802,0.70833,0.00328,0.81482,0.72343,0.80736,0.55012,1.07092,0.89688,0.00591,0.0100586,0.00335286,0.0100586,0.00335286,0.0100586,0.00335286,0.0100586,0.00335286
49,3708.42,1.07242,0.69516,0.00323,0.80118,0.7375,0.80558,0.54863,1.07436,0.89687,0.0059,0.00963429,0.00321143,0.00963429,0.00321143,0.00963429,0.00321143,0.00963429,0.00321143
50,3784.37,1.06536,0.69175,0.00319,0.79025,0.73874,0.80565,0.54775,1.08049,0.90367,0.00599,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
51,3859.91,1.0705,0.67866,0.00316,0.7995,0.73441,0.80397,0.54693,1.07947,0.89829,0.00593,0.00878571,0.00292857,0.00878571,0.00292857,0.00878571,0.00292857,0.00878571,0.00292857
52,3935.85,1.05486,0.6635,0.00318,0.80838,0.73266,0.8052,0.54786,1.08066,0.89907,0.00598,0.00836143,0.00278714,0.00836143,0.00278714,0.00836143,0.00278714,0.00836143,0.00278714
53,4011.27,1.04582,0.65669,0.00313,0.80152,0.73631,0.80539,0.54884,1.08359,0.89624,0.00599,0.00793714,0.00264571,0.00793714,0.00264571,0.00793714,0.00264571,0.00793714,0.00264571
54,4086.52,1.03306,0.64326,0.00315,0.81067,0.73412,0.80623,0.54922,1.08276,0.90859,0.00597,0.00751286,0.00250429,0.00751286,0.00250429,0.00751286,0.00250429,0.00751286,0.00250429
55,4162.34,1.03452,0.6367,0.00307,0.81596,0.72795,0.80522,0.54767,1.08073,0.91614,0.00594,0.00708857,0.00236286,0.00708857,0.00236286,0.00708857,0.00236286,0.00708857,0.00236286
56,4237.99,1.02858,0.63414,0.00305,0.81132,0.73933,0.8054,0.54732,1.08394,0.91539,0.00595,0.00666429,0.00222143,0.00666429,0.00222143,0.00666429,0.00222143,0.00666429,0.00222143
57,4314.21,1.01601,0.61778,0.00302,0.80799,0.73807,0.80435,0.54668,1.08492,0.91908,0.00593,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
58,4389.49,1.01321,0.61017,0.00297,0.79896,0.74096,0.8022,0.54468,1.08699,0.92605,0.00596,0.00581571,0.00193857,0.00581571,0.00193857,0.00581571,0.00193857,0.00581571,0.00193857
59,4464.56,1.00705,0.60857,0.00298,0.80632,0.73622,0.8024,0.5459,1.08521,0.92349,0.00593,0.00539143,0.00179714,0.00539143,0.00179714,0.00539143,0.00179714,0.00539143,0.00179714
