epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,79.0976,2.32122,4.46834,0.00911,0.454,0.44753,0.4118,0.1634,1.77518,3.2792,0.01209,0.00996063,0.00332021,0.00996063,0.00332021,0.00996063,0.00332021,0.00996063,0.00332021
2,154.717,1.68005,2.30712,0.00612,0.5165,0.52737,0.51988,0.27814,1.53708,2.31243,0.01072,0.0196783,0.00655944,0.0196783,0.00655944,0.0196783,0.00655944,0.0196783,0.00655944
3,229.615,1.61434,1.76145,0.00585,0.57916,0.55041,0.56989,0.31741,1.50315,1.87931,0.01121,0.0291132,0.00970439,0.0291132,0.00970439,0.0291132,0.00970439,0.0291132,0.00970439
4,305.372,1.58143,1.64846,0.0056,0.60567,0.55192,0.59033,0.34683,1.41571,1.62564,0.01064,0.0287271,0.00957571,0.0287271,0.00957571,0.0287271,0.00957571,0.0287271,0.00957571
5,381.125,1.52167,1.55409,0.00538,0.60771,0.57401,0.60896,0.36185,1.38473,1.48627,0.01005,0.0283029,0.00943429,0.0283029,0.00943429,0.0283029,0.00943429,0.0283029,0.00943429
6,456.721,1.48667,1.45797,0.00518,0.64738,0.60381,0.64943,0.39539,1.3636,1.39539,0.00995,0.0278786,0.00929286,0.0278786,0.00929286,0.0278786,0.00929286,0.0278786,0.00929286
7,532.544,1.46214,1.42036,0.00502,0.67725,0.59728,0.66792,0.41459,1.30359,1.31647,0.00917,0.0274543,0.00915143,0.0274543,0.00915143,0.0274543,0.00915143,0.0274543,0.00915143
8,608.092,1.43417,1.36837,0.00495,0.68952,0.60525,0.68215,0.42737,1.28148,1.28059,0.00874,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
9,684.097,1.41518,1.3306,0.00478,0.68758,0.63488,0.6953,0.44341,1.28409,1.19249,0.00956,0.0266057,0.00886857,0.0266057,0.00886857,0.0266057,0.00886857,0.0266057,0.00886857
10,759.9,1.39939,1.30289,0.0047,0.69023,0.64255,0.70218,0.44534,1.23726,1.17572,0.00838,0.0261814,0.00872714,0.0261814,0.00872714,0.0261814,0.00872714,0.0261814,0.00872714
11,835.654,1.37874,1.25866,0.0046,0.71615,0.63669,0.71284,0.44404,1.25752,1.21911,0.00878,0.0257571,0.00858571,0.0257571,0.00858571,0.0257571,0.00858571,0.0257571,0.00858571
12,911.02,1.36582,1.24408,0.00449,0.72432,0.63947,0.72655,0.46573,1.23229,1.11775,0.00813,0.0253329,0.00844429,0.0253329,0.00844429,0.0253329,0.00844429,0.0253329,0.00844429
13,986.269,1.35944,1.21384,0.00458,0.73401,0.64944,0.73575,0.47888,1.19164,1.08115,0.00747,0.0249086,0.00830286,0.0249086,0.00830286,0.0249086,0.00830286,0.0249086,0.00830286
14,1061.42,1.33801,1.19079,0.00443,0.72233,0.65277,0.72743,0.46672,1.21266,1.07688,0.00792,0.0244843,0.00816143,0.0244843,0.00816143,0.0244843,0.00816143,0.0244843,0.00816143
15,1136.28,1.33713,1.1622,0.00441,0.73769,0.66313,0.73852,0.48026,1.19013,1.04644,0.00737,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
16,1211.54,1.32647,1.15535,0.00435,0.74297,0.66466,0.74564,0.48612,1.19066,1.07394,0.00755,0.0236357,0.00787857,0.0236357,0.00787857,0.0236357,0.00787857,0.0236357,0.00787857
17,1287.19,1.31399,1.13368,0.00432,0.74511,0.65959,0.74456,0.48551,1.19869,1.05525,0.00772,0.0232114,0.00773714,0.0232114,0.00773714,0.0232114,0.00773714,0.0232114,0.00773714
18,1361.36,1.30396,1.12037,0.0043,0.73917,0.6649,0.74302,0.48855,1.16812,1.05643,0.00732,0.0227871,0.00759571,0.0227871,0.00759571,0.0227871,0.00759571,0.0227871,0.00759571
19,1436.76,1.29409,1.08905,0.0042,0.74495,0.67313,0.75588,0.49769,1.15121,1.03614,0.00689,0.0223629,0.00745429,0.0223629,0.00745429,0.0223629,0.00745429,0.0223629,0.00745429
20,1512.64,1.29236,1.06805,0.00416,0.74945,0.6793,0.7579,0.49714,1.16963,1.02363,0.00737,0.0219386,0.00731286,0.0219386,0.00731286,0.0219386,0.00731286,0.0219386,0.00731286
21,1587.93,1.27358,1.06082,0.00411,0.7587,0.68213,0.76501,0.50423,1.14643,1.00252,0.00717,0.0215143,0.00717143,0.0215143,0.00717143,0.0215143,0.00717143,0.0215143,0.00717143
