epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,104.849,2.15098,4.14212,0.00844,0.49591,0.48859,0.47844,0.25622,1.48811,2.71992,0.00964,0.00997375,0.00332458,0.00997375,0.00332458,0.00997375,0.00332458,0.00997375,0.00332458
2,196.906,1.64339,2.17451,0.00579,0.55262,0.54001,0.54963,0.29527,1.48937,1.99851,0.0096,0.0196913,0.00656376,0.0196913,0.00656376,0.0196913,0.00656376,0.0196913,0.00656376
3,292.42,1.5999,1.77379,0.00582,0.5858,0.53402,0.55698,0.32785,1.37377,1.68449,0.00897,0.0291259,0.00970864,0.0291259,0.00970864,0.0291259,0.00970864,0.0291259,0.00970864
4,388.248,1.5427,1.62596,0.00545,0.59736,0.57479,0.60341,0.35806,1.35236,1.45301,0.00903,0.0287271,0.00957571,0.0287271,0.00957571,0.0287271,0.00957571,0.0287271,0.00957571
5,484.727,1.48386,1.53027,0.00518,0.65025,0.59488,0.64483,0.38995,1.31947,1.2942,0.00826,0.0283029,0.00943429,0.0283029,0.00943429,0.0283029,0.00943429,0.0283029,0.00943429
6,578.404,1.44648,1.45683,0.00501,0.661,0.60295,0.65528,0.40131,1.29122,1.31548,0.00844,0.0278786,0.00929286,0.0278786,0.00929286,0.0278786,0.00929286,0.0278786,0.00929286
7,672.348,1.41724,1.41713,0.00484,0.68208,0.61388,0.68395,0.43297,1.23739,1.25423,0.00802,0.0274543,0.00915143,0.0274543,0.00915143,0.0274543,0.00915143,0.0274543,0.00915143
8,765.457,1.39363,1.35716,0.00475,0.69657,0.63262,0.69651,0.44368,1.24821,1.20236,0.00802,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
9,860.861,1.37668,1.31851,0.00467,0.71264,0.59962,0.68624,0.43345,1.20908,1.19438,0.00742,0.0266057,0.00886857,0.0266057,0.00886857,0.0266057,0.00886857,0.0266057,0.00886857
10,952.26,1.36143,1.29105,0.00462,0.70638,0.63634,0.70424,0.44535,1.20371,1.1428,0.00722,0.0261814,0.00872714,0.0261814,0.00872714,0.0261814,0.00872714,0.0261814,0.00872714
11,1042.75,1.33725,1.26673,0.00447,0.7195,0.63829,0.71612,0.45886,1.19958,1.14141,0.00731,0.0257571,0.00858571,0.0257571,0.00858571,0.0257571,0.00858571,0.0257571,0.00858571
12,1136.33,1.32755,1.23421,0.0044,0.72825,0.65674,0.73427,0.47721,1.17033,1.05774,0.00694,0.0253329,0.00844429,0.0253329,0.00844429,0.0253329,0.00844429,0.0253329,0.00844429
13,1227.53,1.31915,1.20674,0.00438,0.71881,0.64849,0.72707,0.47263,1.14217,1.08842,0.00653,0.0249086,0.00830286,0.0249086,0.00830286,0.0249086,0.00830286,0.0249086,0.00830286
14,1317.64,1.29279,1.18928,0.0043,0.71841,0.66491,0.73823,0.48445,1.13372,1.0531,0.00657,0.0244843,0.00816143,0.0244843,0.00816143,0.0244843,0.00816143,0.0244843,0.00816143
15,1407.58,1.29065,1.16268,0.00431,0.72612,0.6736,0.74709,0.49091,1.1618,1.05182,0.00706,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
16,1497.84,1.28397,1.14293,0.00425,0.7357,0.65637,0.74258,0.48504,1.15031,1.06971,0.00679,0.0236357,0.00787857,0.0236357,0.00787857,0.0236357,0.00787857,0.0236357,0.00787857
17,1588.26,1.26588,1.124,0.00414,0.73781,0.67948,0.75913,0.50282,1.12092,0.99048,0.00634,0.0232114,0.00773714,0.0232114,0.00773714,0.0232114,0.00773714,0.0232114,0.00773714
18,1682.29,1.26559,1.11716,0.00415,0.73335,0.67888,0.75063,0.49431,1.14147,1.01723,0.00677,0.0227871,0.00759571,0.0227871,0.00759571,0.0227871,0.00759571,0.0227871,0.00759571
19,1773.24,1.25575,1.09071,0.00408,0.75899,0.67706,0.75624,0.50308,1.11467,1.02111,0.00666,0.0223629,0.00745429,0.0223629,0.00745429,0.0223629,0.00745429,0.0223629,0.00745429
