epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,45.0226,1.46765,2.91484,0.00457,0.60811,0.54305,0.5762,0.35373,1.27493,1.56049,0.00911,0.00047208,0.00047208,0.00047208
2,89.8327,1.45611,1.52054,0.0047,0.60172,0.53916,0.56515,0.33862,1.38537,1.50974,0.01017,0.000935,0.000935,0.000935
3,134.259,1.50517,1.4826,0.0051,0.60054,0.52759,0.55167,0.32235,1.48587,1.62228,0.01226,0.00138445,0.00138445,0.00138445
4,178.898,1.52085,1.43363,0.00516,0.60359,0.54049,0.58414,0.34929,1.38605,1.47873,0.01039,0.00136837,0.00136837,0.00136837
5,223.596,1.48612,1.39587,0.00492,0.62092,0.57298,0.60816,0.37037,1.34355,1.46988,0.00986,0.00134816,0.00134816,0.00134816
6,268.342,1.47245,1.34461,0.00485,0.65302,0.56178,0.61175,0.37007,1.39141,1.39518,0.01027,0.00132795,0.00132795,0.00132795
7,312.824,1.45145,1.32825,0.00479,0.68367,0.57601,0.65695,0.41031,1.2935,1.22502,0.0087,0.00130774,0.00130774,0.00130774
8,357.505,1.44103,1.28744,0.00473,0.69713,0.60944,0.68663,0.43067,1.27243,1.16485,0.0086,0.00128753,0.00128753,0.00128753
9,402.362,1.41982,1.26223,0.00463,0.66756,0.59881,0.66038,0.39827,1.38871,1.29253,0.01181,0.00126732,0.00126732,0.00126732
10,446.861,1.41025,1.25005,0.00454,0.71214,0.63658,0.70961,0.45286,1.24644,1.11642,0.00882,0.00124711,0.00124711,0.00124711
11,491.706,1.39021,1.20711,0.00444,0.71003,0.62666,0.70913,0.45536,1.24,1.13176,0.00891,0.0012269,0.0012269,0.0012269
12,536.485,1.39984,1.20575,0.00445,0.72648,0.64584,0.72657,0.471,1.22929,1.07539,0.00875,0.00120669,0.00120669,0.00120669
13,581.389,1.37958,1.17085,0.00447,0.74587,0.60819,0.70466,0.46184,1.17762,1.10561,0.00771,0.00118648,0.00118648,0.00118648
14,625.999,1.37011,1.15129,0.00442,0.73611,0.634,0.72261,0.4664,1.19909,1.06002,0.00806,0.00116627,0.00116627,0.00116627
15,670.55,1.35792,1.13954,0.00439,0.71207,0.63433,0.71358,0.45673,1.21283,1.17435,0.00865,0.00114606,0.00114606,0.00114606
16,715.018,1.35921,1.13073,0.00431,0.73448,0.64229,0.72591,0.46898,1.2238,1.04856,0.00848,0.00112585,0.00112585,0.00112585
17,759.668,1.34158,1.11541,0.00428,0.73796,0.6494,0.72961,0.47556,1.18366,1.0586,0.00806,0.00110564,0.00110564,0.00110564
