epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,77.9417,2.30834,4.6421,0.00914,0.42194,0.43585,0.38583,0.17816,1.66523,3.51985,0.01083,0.00994764,0.00331588,0.00994764,0.00331588,0.00994764,0.00331588,0.00994764,0.00331588
2,153.914,1.68136,2.48412,0.00597,0.46856,0.50153,0.4569,0.23518,1.55829,3.08652,0.01047,0.0196655,0.00655518,0.0196655,0.00655518,0.0196655,0.00655518,0.0196655,0.00655518
3,229.629,1.62082,1.85762,0.00584,0.49967,0.48209,0.46237,0.20554,1.7898,3.01157,0.01244,0.0291006,0.00970018,0.0291006,0.00970018,0.0291006,0.00970018,0.0291006,0.00970018
4,305.511,1.57799,1.72254,0.00563,0.54976,0.51427,0.53251,0.30088,1.51955,2.12974,0.01102,0.0287271,0.00957571,0.0287271,0.00957571,0.0287271,0.00957571,0.0287271,0.00957571
5,381.764,1.5241,1.62012,0.00538,0.55246,0.53397,0.53623,0.30025,1.44415,1.63495,0.00943,0.0283029,0.00943429,0.0283029,0.00943429,0.0283029,0.00943429,0.0283029,0.00943429
6,457.847,1.47412,1.52304,0.00512,0.63338,0.57344,0.62034,0.37372,1.32855,1.45071,0.00838,0.0278786,0.00929286,0.0278786,0.00929286,0.0278786,0.00929286,0.0278786,0.00929286
7,533.943,1.45082,1.46568,0.00496,0.64414,0.57303,0.62708,0.37982,1.32504,1.28789,0.0082,0.0274543,0.00915143,0.0274543,0.00915143,0.0274543,0.00915143,0.0274543,0.00915143
8,609.797,1.42185,1.40652,0.00486,0.66074,0.60221,0.6605,0.41457,1.27848,1.2432,0.00829,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
9,685.923,1.40754,1.3669,0.00475,0.63824,0.59918,0.64894,0.40722,1.28504,1.3381,0.0086,0.0266057,0.00886857,0.0266057,0.00886857,0.0266057,0.00886857,0.0266057,0.00886857
10,762.063,1.38883,1.33046,0.00465,0.67768,0.61993,0.68112,0.42695,1.23152,1.18527,0.00731,0.0261814,0.00872714,0.0261814,0.00872714,0.0261814,0.00872714,0.0261814,0.00872714
11,837.931,1.3571,1.29291,0.00453,0.69541,0.64504,0.70873,0.45492,1.19396,1.12022,0.00716,0.0257571,0.00858571,0.0257571,0.00858571,0.0257571,0.00858571,0.0257571,0.00858571
12,913.726,1.35166,1.26657,0.00448,0.66789,0.62893,0.68528,0.43267,1.23929,1.21324,0.00777,0.0253329,0.00844429,0.0253329,0.00844429,0.0253329,0.00844429,0.0253329,0.00844429
13,989.46,1.33763,1.22643,0.00441,0.71736,0.64752,0.72533,0.47163,1.16409,1.15128,0.00683,0.0249086,0.00830286,0.0249086,0.00830286,0.0249086,0.00830286,0.0249086,0.00830286
14,1065.77,1.32639,1.21832,0.00436,0.69591,0.64522,0.71121,0.45554,1.18747,1.10675,0.00719,0.0244843,0.00816143,0.0244843,0.00816143,0.0244843,0.00816143,0.0244843,0.00816143
