epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,76.0498,2.35529,4.70629,0.00923,0.40365,0.43776,0.36773,0.18574,1.60168,3.70317,0.01094,0.00994764,0.00331588,0.00994764,0.00331588,0.00994764,0.00331588,0.00994764,0.00331588
2,152.023,1.70614,2.43377,0.00609,0.42713,0.47458,0.41156,0.21383,1.51118,2.93461,0.01111,0.0196655,0.00655518,0.0196655,0.00655518,0.0196655,0.00655518,0.0196655,0.00655518
3,227.573,1.64183,1.82651,0.00597,0.53704,0.47196,0.48596,0.24978,1.6721,2.20521,0.01203,0.0291006,0.00970018,0.0291006,0.00970018,0.0291006,0.00970018,0.0291006,0.00970018
4,303.759,1.59385,1.7139,0.0057,0.54058,0.49943,0.51079,0.28158,1.57042,2.01965,0.01112,0.0287271,0.00957571,0.0287271,0.00957571,0.0287271,0.00957571,0.0287271,0.00957571
5,379.929,1.53358,1.60378,0.00543,0.56771,0.52992,0.55584,0.32193,1.45954,1.77467,0.00961,0.0283029,0.00943429,0.0283029,0.00943429,0.0283029,0.00943429,0.0283029,0.00943429
6,455.587,1.48947,1.50441,0.00518,0.64699,0.56951,0.62395,0.36076,1.40232,1.53545,0.00913,0.0278786,0.00929286,0.0278786,0.00929286,0.0278786,0.00929286,0.0278786,0.00929286
7,531.237,1.45839,1.45179,0.00497,0.65146,0.58801,0.64339,0.38415,1.33297,1.38251,0.00816,0.0274543,0.00915143,0.0274543,0.00915143,0.0274543,0.00915143,0.0274543,0.00915143
8,606.741,1.42299,1.40575,0.00483,0.68497,0.60598,0.67583,0.41869,1.27986,1.24334,0.00779,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
9,682.496,1.40901,1.35647,0.00476,0.66943,0.57884,0.64553,0.40112,1.32964,1.32363,0.00871,0.0266057,0.00886857,0.0266057,0.00886857,0.0266057,0.00886857,0.0266057,0.00886857
10,758.307,1.39185,1.32272,0.00464,0.65581,0.61417,0.67033,0.4236,1.26088,1.22592,0.00779,0.0261814,0.00872714,0.0261814,0.00872714,0.0261814,0.00872714,0.0261814,0.00872714
11,833.719,1.36591,1.27951,0.00455,0.70339,0.6336,0.70684,0.45237,1.24164,1.14855,0.00778,0.0257571,0.00858571,0.0257571,0.00858571,0.0257571,0.00858571,0.0257571,0.00858571
12,910.07,1.35819,1.26621,0.00451,0.69211,0.62916,0.6989,0.44627,1.22321,1.15838,0.00749,0.0253329,0.00844429,0.0253329,0.00844429,0.0253329,0.00844429,0.0253329,0.00844429
